Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
Chévere,Hace 5 años en Google,4/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/23/2019
😍…,Hace 2 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2022
Excelente.,Hace 2 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2022
"Me alojé en este encantador hotel boutique durante 5 días mientras estuve en Quito. Ana, la gerente, fue increíble incluso antes de que yo llegara. ¡Ella me ayudó a reservar tres excursiones, junto con Uber y Taxi! El lugar estaba impecable y puedes caminar hasta excelentes restaurantes (el mejor sushi en Kobi Sushi y Hunters para comer bistec). Tuve un grave mal de altura debido a Quilatoa (14.000 pies o 8,5 veces la altura del World Trade Center) y me enfermé tanto que tuve que ir a la sala de emergencias del Hospital Metropolitano. El personal del Hotel Kaia fue muy atento, encantador y profesional, ¡y me trataron como a una familia! ¡Estaban realmente preocupados por mí! E imagínate: ¡hasta me hicieron algo de comer a las 2 de la madrugada cuando volví de urgencias! ¡Y fui a la farmacia dos veces y envié mi ropa sucia! El desayuno en la suite todos los días fue un placer adicional, y la comida y la presentación fueron hermosas, incluida leche tibia para mi café. UNA SORPRESA ESPECIAL: ¡En mi cumpleaños, prepararon un pastel sorpresa y también lo trajeron a mi habitación! Me encanta este lugar, su valor y LO MÁS IMPORTANTE: ¡el encantador personal, la familia! ¡Felicitaciones a Ana y su increíble equipo! ¡Seguro que volveré y solo me quedaré en Kaia! ¡Los extraño chicos! xoxox Gerri, Sala 9",Hace 3 meses en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,03/23/2024
"Reservamos en Airbnb y fue, con diferencia, la peor experiencia que hemos tenido. Todo el hotel tiene daños extremos por agua, no se parece en nada a las fotos. Las habitaciones estaban extremadamente sucias, pelos, trampas sucias, etc. No hay recepción ni seguridad y las puertas no cierran abajo. Envié una reseña negativa en Airbnb y simplemente eliminaron y volvieron a enviar la oferta. Por lo tanto, están estafando a los huéspedes porque no muestran críticas negativas. ¡No lo recomendaría en absoluto!",Hace un año en Google,1/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,-1.0,06/22/2023
"Nos alojamos en algunos hoteles por el mismo precio, este fue de lejos el mejor.
Nos gustó la TV con Netflix, caja fuerte y agua gratis. Otros hoteles no ofrecieron esto. Realmente apreciamos no tener que comprar agua embotellada de plástico.
- Atención a los detalles en el interior donde se notan y aprecian.
- La ubicación era genial.
- La comida era espléndida.
En general una experiencia fantástica, muy recomendable.",Hace 4 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2020
"Reservamos por airbnb por un buen premio, pero el dueño pidió el doble de dinero.
No hubo ningún servicio. Obtuvimos la clave mediante un código clave. No cualquier persona sino muchas cámaras.",Hace un año en Google,1/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,-1.0,06/22/2023
"¡Fueron nuestras dos primeras noches en Quito y no podríamos haber estado más felices! Era cómodo, acogedor y limpio. El amable personal fue más que servicial con respecto a pedirnos taxis y guiarnos a restaurantes locales. Nos encantó y muchas gracias Kaja Hotel!",Hace 5 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/23/2019
"Este ""hotel"" no es un hotel. El servicio al cliente fue horrible. Para empezar hago la reserva de mi habitación, no me cobraron en la reserva y me envían un mensaje diciendo que me cobrarán en el hotel. Después envié un mensaje por WhatsApp y el ida y vuelta fue una pérdida de tiempo. Decidí gestionar todo cuando llego al “hotel” estaba lloviendo y no me abrieron la puerta hasta que completara el pago. Servicio al cliente realmente Poot. No les importa el huésped. Además de ese tiempo todo se gestiona a través de WhatsApp ningún humano en el hotel. Pedí una plancha y tardaron una eternidad en responder que no tienen plancha (nuevamente porque no hay nadie en el “hotel”. No recomiendo este lugar en absoluto. Mal servicio y nada de lujo. Lujo se trata de la experiencia y la experiencia fue realmente mala. Por cierto, no hay aire acondicionado en las habitaciones.",Hace 2 años en Google,1/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,-1.0,06/22/2022
"Un hotel bellamente curado en una excelente ubicación de Quito. Hay muchos restaurantes y bares de alta calidad a poca distancia, ¡y vale la pena despertarse por el desayuno! Por el precio, Kaia superó las expectativas de calidad. Altamente recomendado.",Hace 4 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2020
"Gran personal, excelente desayuno, excelente alojamiento. Muy bien",Hace 5 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/23/2019
"Habitaciones súper limpias, camas cómodas, hotel ecológico con un ambiente moderno.",Hace 4 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2020
"El equipo de servicio es de primera categoría, el hotel es bonito y agradable.",Hace 4 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2020
"Bonito hotel boutique, con excelente desayuno y hermosa habitación.",Hace 4 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2020
"Hotel boutique en Quito. Servicio personalizado, ambiente moderno, diversión.",Hace 4 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2020
Gran hotel,Hace 5 años en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/23/2019
No comment found,Hace un año en Google,3/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,0.0,06/22/2023
No comment found,Hace un año en Google,4/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2023
No comment found,Hace un año en Google,4/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2023
No comment found,Hace un año en Google,5/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2023
No comment found,Hace un año en Google,4/5,Hotel Kaia,Hotel,"Valladolid N24-742 y Julio Zaldumbide, Quito","('-0.2051105', '-78.4810888')",-0.2051105,-78.4810888,1.0,06/22/2023
"Solo pasé día y medio pero fue muy agradable por todo la atención, la tranquilidad del lugar, la zona y pue la comida ni que se siga muy rica.
Honestamente muy buen servicio.",Hace un mes en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,05/22/2024
"Es un hotel muy cómodo, bonito y acogedor. Las habitaciones son amplias , muy buena limpieza, cuenta con parqueadero y está situado en un buen lugar. Tiene servicio de desayuno que puede estar incluido o no en el costo de la habitación. Además tiene parqueadero. He ido varias veces y nunca he tenido ninguna queja.",Hace 6 meses en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,12/24/2023
Es un lugar increíble y acogedor que tiene una diversidad de actividades donde se puede relajar con amigos. Muy recomendable.,Hace 9 meses en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,09/25/2023
"¡Increíble!
Este hostal nos abrió las puertas de una forma muy hermosa. Gracias por apoyar a los artistas son lo mejor que existe.",Hace un año en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2023
"Me encanto, el lugar comodo y limpio, el desayuno 10/10 y el personal amable y atento",Hace un año en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2023
"Excelente ubicación, seguro, cómodo y a muy buen  precio",Hace un año en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2023
"Hotel confortable, seguro y lindo para estadías largas",Hace un año en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2023
"Excelente atención, limpieza y variedad en la comida. Bello lugar para eventos!! Recomendadisimo",Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
Hostal ideal para Eventos Sociales y empresariales.  Con todas las medidas de Bioseguridad,Hace 3 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
"Muy bonito y excelente atención..
No pierdan ese sentido de humanidad...😊🌹…",Hace 2 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
"Muy comodo, buen servicio. Habitaciones con lo necesario para descansar y trabajar !!",Hace 4 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
El personal es muy amable y las instalaciones muy cómodas. Solo les aconsejo actualizar las tvs😬…,Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
"Lamentablemente cuando llegas por la mañana al hotel no sale nadie a recibir se espera mucho tiempo afuera , lo cual es muy incomodo y sobre todo peligra tu integridad física , como robo e incluso se puede generar pérdida de vida",Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
"Excelente ubicación, muy buena atención.",Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Presto servicio de taxi a mis clientes frecuentes de provincias  cooperativa ejido..,Hace un año en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2023
"Excelente lugar, muy cómodo, excelente vista desde su terraza, es un lugar muy agradable.",Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
"Muy buena atención, lugar tranquilo para descansar, muy cerca de bancos y restaurantes",Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
"El lugar es bien ergonómico, tiene y cumple con todas las necesidades muy recomendable",Hace 4 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
Esta bien ubicado en barrio La floresta tiene linda vista. Buena atención,Hace 4 años en Google,2/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,-1.0,06/22/2020
Un lugar único y magico....su trato es muy cálido y amable,Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
"Todo óptimo, tiene un chef y un servicio super!",Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Muy buenas sus habitaciones,Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
Ven y disfruta de tus días de vacaciones en un lugar espectacular,Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
Muy buena la atención.,Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Buen lugar de descando,Hace 9 meses en Google,3/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,0.0,09/25/2023
Excelente servicio 👌🏼,Hace un año en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2023
"Un buen lugar y un buen menú en
la comida",Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Servicio de primera! Muy recomendable!,Hace 5 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/23/2019
Excelente el servicio 10/10,Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
"Sus instalaciones, muy limpias y la vista que tiene de Quito",Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
"Céntrico, se come bien, le falta mantenimiento",Hace 4 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
Excelente atención,Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Muy buena experiencia,Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Lugar muy acogedor,Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
Muy buen hotel,Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
Muy buena atención.,Hace 5 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/23/2019
Esta bien,Hace 3 años en Google,4/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
Sitio muy acogedor,Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
Buen lugar para descansar,Hace 3 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2021
Excelente el desayuno,Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
buen sitio,Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
Gran espacio..,Hace 2 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2022
Un lugar encantador,Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
Excelente lugar,Hace 4 años en Google,5/5,HOSTAL DE LA MANCHA,Hotel,"La Coruña, Valladolid N24-562, Quito 170143","('-0.2064812', '-78.4822557')",-0.2064812,-78.4822557,1.0,06/22/2020
