Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
Un buen hotel más que todo limpio y buena atención como siempre👍,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Lindo detalle del chef Johnnatan Puedmag al ofrecer una degustes torta y hacer seguimiento a la comida que consumí. ¡Qué bien constatar que empleados como él nos hacen sentir como en casa! Felicitaciones,Hace 9 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,09/25/2023
"Un excelente servicio, muy linda acogida y buena ubicación",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Buenas instalaciones muy cómodas y confortables excelente servicio,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Habitaciones y suites luminosas con Wi-Fi incluido, además de un restaurante, un gimnasio para los amantes del fitness",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Una atención de primera, buen ambiente para reuniones de negocios y convivencia familiar.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelente experiencia cuentan con instalaciones de calidad y el servicio excepcional 100% recomendado,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente hotel, la verdad una atención muy buena y sus habitaciones realmente cómodas, si me lo preguntan si volvería la respuesta es si la verdad la atención el cuidado de los detalles muy bueno excelente comida espero que lo puedan visitar esta es mi opción sincera",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Excelente servicio, encuentras todo muy cerca desde centros comerciales y zonas turísticas",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente lugar, la atención es de primera y la ubicación es privilegiada.",Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Excelentes instalaciones, y la atención del personal perfecta. Volveré a ir con mucho gusto",Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Servicio de primera habitaciones muy confortables, muy recomendable",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Buena ubicación, el personal muy amable y siempre atentos a lo que necesitamos.
La comida muy buena, el chef flexible a alguna modificación del plato, hacen lo posible por hacer que te sientas cómodo.",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"100% recomendado, sus habitación de lujo sin contar su servicio excelente..♥️ 10/10",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Ofrece exquisito confort y estilo en el centro del distrito de negocios, también ofrece lo mejor de la cultura gastronómica de Quito, instalaciones exclusivas y un servicio sin igual ofrecido por un amable personal.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
Mi estadía en este hotel ha sido de lo mejor la atención que brindad es sin duda la mejor,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente servicio, la atención es la mejor las instalaciones son excelentes recomendaría visitarlo y llevarse la mejor experiencia",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelente atención y cómodas habitaciones. Recomendado,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
Exelente hotel sus abitaciones son muy  comodas,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Buena experiencia en recepción y atención y buena estadía,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
QUE ES MUY BONITO CONFORTABLE ECONOMICO ELEGANTE,Hace un mes en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,05/22/2024
"Hotel de tamaño medio, recientemente remodelado. Ubicaciones extraordinaria. Cerca de los mejores restaurants de la ciudad. Se recomienda el desayuno buffet Impecable!",Hace un mes en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,05/22/2024
"Muy hermoso Hotel con unas hermosas vistas, me gustó mucho la atención y sobre todo la limpieza en los dormitorios, baños, lo Recomiendo.",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Me parece un excelente hotel por eso le doy 5 estrellas,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Me encanto los servicios brindados y sus instalaciones son excelentes de muy buena calidad.,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Increíble hotel buena atención y calidad de primera,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Un lugar muy hermoso ve y disfruta tienen las mejores instalaciones,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Fue una experiencia maravillosa! Un lugar super cálido,  con muy buena atención. Gente realmente amable y una limpieza impecable. Todo estaba muy limpio y ordenado. Es un lugar para recomendar y así lo haré en cada ocasión que pueda 😉",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Excelente ubicación, servicio de primera. Muy limpio, desayuno continental.
Service Room 5/5. La relación calidad precio  es excelente👌.",Hace 10 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,08/26/2023
Un buen lugar cómodo y seguro con acceso a todos los transportes a la ciudad.,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente hotel, una atención muy buena y sus habitaciones realmente cómodas, s la atención el cuidado de los detalles muy bueno excelente comida y definitivamente regresaré pronto.",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Un lugar bastante acogedor y una buena opción para pasar en familia,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelente servicio muy buena atención elegancia y comodidad  una experiencia única,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Un excelente lugar para cuando visitas la ciudad de Quito y requieres  un lugar donde descansar,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Fue una experiencia única eh increíble me encantooo,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Muy buena ubicación porque hay de todo muy cerca: restaurantes, bares, farmacias, supermercados, embajadas, etc. Las calles de la zona son amplias y seguras. El hotel siempre tiene suficientes taxis que no hace esperar a sus huéspedes. El servicio es atento, en mi caso recibí unas galletitas de Halloween al hacer el check in (aunque hace bastante) y las habitaciones son espaciosas y cómodas. No me han tocado habitaciones con buena vista, pero el cielo azul quiteño siempre viene bien.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
Exelente lugar maravilloso para disfrutar en familia o en pareja,Hace 5 meses en Google,3/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,0.0,01/23/2024
"Fue una maravillosa experiencia lo mejor de lo mejor , lo recomiendo 100%",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente servicio, experiencia de calidad",Hace un mes en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,05/22/2024
"Fue una buena experiencia, muy buena la atención, sinceramente recomendado",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Bueno no me hospede en el Hotel.... fui por un evento... pero me pareció excelente la atención y cordialidad del personal,muy atentos en brindar una buen servicio.
Excelente en ese sentido.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Me sentí mal durante mi estancia en el hotel, por la altura en la que se encuentra Quito, nunca antes me había pasado, pero esta vez sí.
Quería agradecer a todo el equipo  que trabaja en el hotel, su trato, su calidad humana, su amabilidad, su implicación y preocupación, me sentí como en casa, de verdad GRACIAS por el cariño con el que me trataron, por todos los detalles que tuvieron conmigo, tienen un gran equipo trabajando! Son un 10! Ademas, se nota desde que cruzas la puerta del Lobby.
Si tuviera que volver, no elegiría otro hotel! Totalmente recomendable!!",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"La atención del personal es excelente, siempre están dispuestos a ayudar y brindar el mejor servicio, muy amables y preocupados por suplir las necesidades de los huéspedes.
Personalmente, tuve un impase en el aeropuerto a la llegada de mi viaje, estaba sin desayunar, ya había terminado la hora establecida del servicio en el restaurante del hotel y sin embargo, tanto los colaboradores del hotel como el propio gerente, me brindaron la ayuda con un desayuno súper rico, completo y a mi gusto. Les agradezco inmensamente, hicieron que la estadía fuera amena y que la mala situación que había tenido en el aeropuerto se olvidara. Los recomiendo 100%",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Estan ubicados en una buena zona 👍
Buena atención y siempre hay actividades que hacer Recomendado!!",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelente una experiencia unica. Un lugar que no la cambiaria por nada.,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Maravillosa gente!!

Todo el personal fantástico.. una paciencia única !

Marcela,  aguantó todos los cambios del menú
El servicio en el comedor muy bueno!
Victor, Gabriel, Roberto .. mozos con mucho profesionalismo
El Sr Harley, me orientó para poder realizar un tour express divino..

Además, el servicio en las habitaciones espectacular
Limpio y bonito..!",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Las habitaciones son amplias y cómodas y el desayuno estupendo. Pero lo más destacable de este hotel son las personas que trabajan allí, en particular Gabriel y Roberto en el desayuno y Paulina en  la limpieza de la habitación. Gracias a todos!",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Excelente servicio el personal es muy atentos, recomendado",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Fui a Quito por trabajo y fue NH fue una muy buena elección. Las habitaciones son muy cómodas y amplias, el desayuno buffet  es muy bueno y tienen opciones, el hotel está muy central y cerca a todo y la atención de cada uno de sus empleados fue lo que más me gustó siempre muy atentos para ayudarte con todo lo que necesites. Definitivamente volvería para mi próxima estancia en Quito.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Muy buen servicio las habitaciones amplias y limpias. El bufe del desayuno abundante, delicioso,y una super presentacion y la atencion.100 lo super recomiendo",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
muy buen lugar para hospedarse,Hace 3 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,03/23/2024
Excelente atención. Hospedarse aquí siempre es un placer. El personal muy atento y amable. Las instalaciones de primera calidad. Muy Recomendado!,Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
Es un lugar maravilloso  y bueno excelente servicio muy recomendable,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Muy buen lugar, lo recomiendo bastante",Hace 3 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,03/23/2024
"Una excelente experiencia, acompañada de maravillosos paisajes, comodidad y muy buen servicio de hostería, muy atentos la verdad me encanto 👌👌",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
Una experiencia muy agradable y muy buena atención al cliente.,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"De verdad atención de primer nivel, excelencia en servicio de alimentacion y comodidad en todo sentido.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente atención, muy buen servicio y comodidad 10/10",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelente servicio y excelente atención definitivamente volveré allí,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelentes instalaciones y sobretodo muy buen servicio me encanto quede enamodara es ideal y muy agradable perfecto para salidas en familia y amigos,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"El personal de éste Hotel ha sido excepcional en todo momento. Viajo puntualmente a Quito por trabajo y tanto en la recepción, como en el servicio de café bar/restaurante, cómo en los servicios de room service, botones y en especial al personal que se ocupa de las habitaciones. Concretamente la persona que se ocupó ayer y hoy.  Incluído el Director que me hizo llegar su feedback de agradecimiento. Todos muy atentos y profesionales.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
Excelente servicio y personal. Todo muy limpio y ordenado.,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"A great place to stay in.
Un grandioso lugar donde quedarse.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente servicio, Atencion de primera calidad.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Viajé a Ecuador en plena pandemia con mi mamá que es un adulto mayor, y nos sentimos completamente seguras ya que en todas las instalaciones del hotel se cumplen los protocolos de bioseguridad en todo momento. El servicio del restaurante es EXCELENTE desde el personal que te acoge con mucha amabilidad y calidez  ( Alexandra) y el Chef José que tiene muy buena sazón. Muy buena ubicación ! Y hay servicio de movilidad permanente. 100 % recomendable !!",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Excelente hotel, habitaciones cómodas y muy limpias. El personal muy correcto, en la recepción y en el restaurante. Hotel cómodo y en una zona buena",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
La estancia en el hotel fue de principio a fin muy agradable y con un trato muy amable un lugar espectacular.,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Excelente lugar y un gran servicio.,Hace 3 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,03/23/2024
"Definitivamente volverìa, excelente ambiente, y limpieza",Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
Lugar acogedor familiar y tranquilo excelente servicio.,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Excelente servicio, hotel moderno, habitaciones amplias y cómodas, y con linda vista de la ciudad.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Excelente servicio estilo en el centro de buena presencia  también ofrece lo mejor de la cultura gastronómica de Quito, instalaciones exelentes y con un personal muy amable.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Muy buen lugar, una experiencia fabulosa 😊",Hace 6 meses en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Muy buen hotel en un excelente sector de Quito. Tienes muchas opciones gastronomicas alrededor con diferentes tipos de Restaurantes. La limpieza del hotel excelente y su desayuno muy completo.,Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
excelente servicio muy recomendado,Hace un mes en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,05/22/2024
Muy bonita experiencia la mejor atención sin duda el lugar perfecto para descansar,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Asistí al lugar para un evento corporativo y al hotel ya le hace falta una remodelación en sus salones. La atención del staff es muy acorde,Hace un año en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
Un trato excelente por parte del personal el cual está siempre atento a tus necesidades. Instalaciones limpias e higienizadas en todo momento. Un desayuno excelente y una localización buena en la zona financiera de la ciudad. Sin duda un sitio muy recomendable.,Hace 3 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2021
"La ubicación es mas que excelente, los servicios del hotel impecables. El desayuno muy completo y con opciones de todo tipo, a añadir algo mas de leches vegetales.
Por lo demas tuve un pequeño problema con el internet y su director Carlos fue un encanto ayudándonos en absolutamente todo.
Nos volveremos a ver, gracias",Hace 4 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2020
Exelente hotel buena atención intalaciones de primera,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente hotel! La seguridad por COVID es de primera. El staff es fantástico, mi familia y yo nos hospedamos ahí por 10 días, cada interacción con  el staff  fue muy profesional y amable. El director Sr. Carlos Mazzeo lleva el hotel y el staff de primera. El Chef Cesar González es fenomenal cocina con el corazón, Carmen, Victor, Roberto y todos los del restaurante son muy atentos. La gente de recepción igual. Totalmente recomendable.",Hace 3 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2021
Excelente servicio muy bueno atención muy recomendado!,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Hotel muy lujoso lo recomiendo al 100% sus servicio es excelente.,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Tuve una excelente estadía por motivos de trabajo. Un hotel de calidad.,Hace 8 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,10/25/2023
"Está ubicado en un punto estratégico para realizar varias actividades y trasladarse en Quito.
El personal es muy pero muy amable y no se cansan de servir. Por cierto vi a varios que trabajan jornadas de más de 24 horas, creo que los gerentes deberían de poner más orden y organización para que sus empleados estén contentos y no decaiga el buen servicio.",Hace 4 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2020
"Excelente servicio por parte del restaurant, gracias a Verónica Torres, que atiende a todas las solicitudes. El gimnasio tiene todos los accesorios para mantenerse. El press de pecho inclinado no tiene buen diseño y se necesita de una segunda persona para sacar la barra. Tiene máquinas de aeróbico life fitness nuevas.",Hace 3 años en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2021
Súper excelente hotel se los recomiendo,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"NH es un hotel que siempre me sorprende por la calidad humana de su Staff y el buen servicio. El hotel tiene una buena ubicaciones cerca de cafes, restaurantes de gran calidad y sitios de para tomar algo en la noche con buen ambiente.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Las suites son súper cómodos y agradables
El internet es muy bueno y rápido esta ubicado en una zona donde se puede descansar esta cerca a todo",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Muy bien hotel, recomendado.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
